ID,stage1_temp,stage2_temp,stage3_temp,stage4_temp,stage5_temp,stage1_humidity,stage2_humidity,stage3_humidity,stage4_humidity,stage5_humidity,stage1_flow_deviation,stage1_density_deviation,stage1_viscosity_deviation,stage1_co2_deviation,stage1_o2_deviation,stage1_n_deviation,stage2_flow_deviation,stage2_density_deviation,stage2_viscosity_deviation,stage2_co2_deviation,stage2_o2_deviation,stage2_n_deviation,stage3_flow_deviation,stage3_density_deviation,stage3_viscosity_deviation,stage3_co2_deviation,stage3_o2_deviation,stage3_n_deviation,stage4_flow_deviation,stage4_density_deviation,stage4_viscosity_deviation,stage4_co2_deviation,stage4_o2_deviation,stage4_n_deviation,stage5_flow_deviation,stage5_density_deviation,stage5_viscosity_deviation,stage5_co2_deviation,stage5_o2_deviation,stage5_n_deviation,target
6115,29.48,30.51,31.28,30.41,31.86,68.68,69.19,77.56,70.93,74.04,-2.040331919,1.590813899,1.884406619,-0.973988809,1.067880963,0.038480832,-2.341816001,-6.098589494,0.969929287,-6.17157442,-1.788424284,-3.878674821,-9.254858834,-0.191337839,0.546137731,-0.750556502,2.335681167,-3.878674821,0.728095871,1.095629415,-7.480046826,10.56495654,-0.011776076,-0.077335008,-0.011776076,0.989055552,4.279208437,0.296045488,-2.874153893,-0.468076824,1
6119,30.6,28.11,28.21,31.26,29.44,68.06,71.26,72.56,71.39,74.03,-0.257520891,3.868600755,1.912698852,-0.699981734,-0.782314604,0.571557847,-3.901115177,-7.551092939,1.957370765,-3.809827665,-0.277652743,-0.805384663,-7.799916987,-1.728051348,-1.429302415,-1.910010434,-3.396781634,-0.805384663,-1.38334866,-1.432686636,-3.901115177,-0.518283112,0.780575745,-1.353216606,0.780575745,2.288213243,0.996104539,-1.434013439,1.552213068,2.237097687,1
6122,28.08,31.47,28.51,28.42,30.6,77.66,75.65,77.46,72.56,71.61,1.457548026,1.965412373,-1.349545162,-0.098132844,0.395822084,0.755814432,-0.926225023,-8.956235035,-2.206950819,-0.284146985,-0.052777063,-0.104189436,-12.24526833,-5.239560407,0.600656125,-2.70325334,-2.374777529,1.431738952,4.738345413,-0.056532465,-1.718236291,1.306548551,0.793143038,0.233366143,0.793143038,0.825584054,-0.129808854,1.282068001,-2.500192011,2.705683739,1
6123,31.21,30.56,28.82,28.82,30.46,69.06,68.47,68.07,67.52,73.43,2.050251711,1.500397351,1.804070926,-4.21623769,1.138011784,-0.016018919,-5.448770246,-14.36317316,-2.66698652,1.016949384,-0.245860153,2.073913848,-4.219316263,-0.30780363,-1.472315625,-0.106972289,1.47016621,2.073913848,-0.324460481,-5.519669293,-5.448770246,-6.102492269,2.32436859,0.295513871,2.32436859,1.342311813,2.069011383,-4.162093466,0.558969276,0.963116556,1
6124,31.25,28.1,30.37,28.06,29.63,72.27,74.45,77.48,68.35,74.93,-0.674263818,0.029793841,-3.96788263,4.758101409,-1.180132681,-0.78785227,7.134348573,5.032055323,-3.127022222,4.191824487,0.340501322,0.663924644,3.806635803,0.211544237,-0.391434082,-1.60060348,1.084813623,0.663924644,2.985705287,-0.667439932,7.134348573,9.055654585,-3.216221047,-0.831342104,-3.216221047,1.859039573,4.26783162,3.350850095,-0.72525736,-2.310116698,1
6136,31.73,28.34,31.37,28.69,31.81,76.6,70.71,68.92,72.71,73.59,-0.976860694,-0.459704382,2.244520715,-0.791453632,-0.641751428,-1.21971273,-2.126268987,3.916622003,0.214351156,0.983703418,1.856064913,5.511647515,-3.072118745,-5.750321577,5.283924758,0.442138328,-2.111998963,5.511647515,1.356909195,0.392170133,-2.126268987,-1.537224796,0.290795853,0.609751702,-1.695787718,-4.514199982,3.479587753,1.121539229,2.3103237,0.55615846,1
6144,29.24,30.44,30.43,28.87,30.86,71.35,73.69,68.13,76.77,77.03,-0.0826489,2.37377554,0.403378288,-4.932805293,-0.645091808,-0.424890548,-6.283933732,-6.557179236,3.153277608,-4.399561829,0.62421245,2.12719973,-5.311015371,-5.308607032,4.191413636,6.026273414,-2.921281451,2.12719973,2.816561272,-4.549450717,-6.283933732,-19.7703608,-4.542743085,1.255854733,3.386267524,2.512433449,2.610234445,-0.858133142,-1.733881138,0.230296115,1
6147,29.81,31.51,30.47,28.37,30.25,70.61,67.71,69.22,78.38,68.36,-0.387464942,2.885192652,-1.708485803,1.711987882,0.457477954,-0.118258265,7.320761091,-2.663692848,-1.246062223,-1.169342082,0.375766841,-1.087782028,1.524569997,3.478204446,-3.038452755,-1.686716391,1.089817964,-1.087782028,0.776501843,0.370634007,-1.885723332,0.164128074,3.012414212,1.415707536,3.012414212,7.831227023,-0.184382076,2.839045417,-0.162922749,-0.736712262,1
6152,28.54,28.2,31.23,30.28,31.5,71.48,70.33,75.2,74.65,77.28,-5.790770494,2.498663674,-0.361827319,-1.648669728,-1.403745198,0.112577198,-6.68301312,-1.020103558,1.818694933,-2.964122141,-0.33917461,-0.417258679,-6.216386626,1.168677648,3.277544257,1.050805623,-3.517989655,-0.417258679,2.051846073,-0.462930029,-6.68301312,0.662824765,-1.022261683,0.783368072,-1.022261683,-12.51856337,1.21207686,-0.287722853,-2.239525472,-4.220493336,1
6155,31.05,29.97,30.63,28.42,28.85,70.2,78.51,67.17,67.06,77.47,0.425078256,1.173463207,0.871553668,2.132003193,0.907535401,1.210581562,-10.29866639,-1.095590933,0.935785751,-0.274368791,-1.61427527,-1.116235669,-4.916821429,-0.874716107,-2.918994349,2.992421143,-1.970722449,-1.116235669,1.925192911,-2.576468916,-10.29866639,5.135663281,-3.464458133,0.653862331,-3.464458133,-4.606687611,2.810164543,-2.328321374,2.402006982,-3.122414593,1
6164,28.34,28.43,30.37,28.86,31.55,78.9,69.93,72.47,72.37,68.25,1.443842402,0.243448255,5.724211209,-0.211903884,0.620329775,1.020984697,-5.75859368,-1.766756982,1.314392833,0.991337261,-0.431874719,0.30894652,1.207061453,-2.683515297,0.99994189,4.036533697,-2.398841156,0.30894652,-2.16965234,-1.941465789,-5.75859368,-9.087696448,0.008689076,-1.374081895,-1.371348188,2.356728715,-2.024408777,-0.940984341,-1.976670891,3.312731278,1
6169,29.92,31.33,29.29,28.15,30.18,68.49,69.91,75.32,70.39,67.41,4.058874216,1.937634127,-3.924109795,-3.418583563,-0.19126064,-1.472030497,-2.246661894,0.478808008,-6.321687689,2.043766791,-0.266502824,-1.601248538,-16.22788735,-9.591917911,1.491434877,-4.166184846,0.635207778,-1.601248538,-1.31519834,-6.851873997,-2.246661894,-2.155831552,-0.687466702,-0.090097037,3.255375927,3.525278461,1.696346327,-0.723753822,1.614846619,4.326937069,1
6173,28.01,31.25,31.36,28.19,29,77.18,73.11,77,68.53,77.01,1.747685103,-0.479970211,-2.215549588,0.437914108,0.169520755,-0.845083918,0.612191759,3.218854185,2.480557718,2.038618697,0.047097693,-1.708196329,10.19920985,3.614019419,-0.149969975,2.284721478,-2.162939648,-1.708196329,-2.007785402,0.205615856,0.612191759,-10.5396956,1.159603653,0.434781218,-3.162717138,-7.036076042,0.376439421,-0.335332401,1.264855194,-2.112998762,1
6180,31.97,30.26,29.24,31.92,31.01,72.01,78.58,74.38,73.03,68.38,2.274345806,1.187432369,-0.861607667,3.28552249,-0.394950117,-1.161946082,9.073646059,12.53313214,-5.571420086,0.942531911,1.090949367,-9.035621545,2.682294364,-0.743714624,0.93345712,-1.519683625,-3.360197621,-0.209803289,4.074387311,-0.270225693,9.073646059,7.955789563,1.558032834,1.57805554,1.558032834,6.009791485,2.386943538,-0.667084847,4.49763896,-0.972765822,1
6193,31.96,28.68,28.07,28.89,30.58,72.64,70.01,78.35,78.26,67.92,-1.089439841,3.870206784,0.331074597,5.414907145,-0.671885571,0.963682787,4.427111368,7.394490322,1.293927454,-1.285028699,-0.109037387,5.748033546,-5.534025328,-2.561101326,-2.305353769,-3.872035721,-0.990244104,5.748033546,3.191092237,-0.348987671,4.427111368,-3.310283761,3.441553314,0.894490371,3.441553314,10.5040129,-5.927836609,2.045574261,-3.724794288,-2.965121431,1
6194,31.39,31.5,30.3,31.94,28.94,68.31,69.86,76.09,72.28,75.85,-1.850215152,-1.447035216,-0.782574416,2.538705605,0.446183926,0.384527965,-7.979115001,12.28604158,4.481579796,1.889045419,0.449230209,2.204205046,3.5042309,1.982221935,-0.627170303,6.313338179,0.838934435,2.204205046,1.694303534,3.999078942,-7.979115001,4.051021655,1.688597406,-0.229776601,-5.233702336,-12.971327,-3.431148401,-2.069092657,2.686645498,-3.263868604,1
6199,31.08,28.06,28.54,30.15,28.62,71.72,78.86,71.66,68.08,71.85,-1.527241597,0.958757236,0.176529209,-0.67096506,-0.742629969,0.936129834,5.666328807,-2.481895437,0.978031773,0.466382279,-0.693569811,-0.221161306,-2.37719884,5.044404345,-5.641416229,-0.905604717,-1.529542396,-0.221161306,-1.81207828,-0.754250146,5.666328807,-7.029209041,2.743803338,-0.215885421,2.743803338,8.732986803,-2.565465119,1.183989566,-3.408195712,2.943533089,1
6202,30.63,31,29.33,31.86,31.84,71.12,72.78,70.07,76.7,74.2,-0.935490443,0.105416766,0.366329128,-1.779227497,0.264904962,0.586286767,-5.043992893,-6.302819026,1.716361813,1.570333398,1.072963013,0.037963237,-4.138902364,0.262167144,-4.336058237,-0.747407413,-0.270399908,0.037963237,-0.204234281,-2.210046417,-5.043992893,0.370828395,-0.179102254,1.343083594,-0.179102254,1.892873537,1.647088541,-1.463761533,-0.394423914,0.549592958,1
6203,29.53,30.99,30.36,28.54,30.48,68.57,76.4,77.02,70.3,75.26,-3.229314838,-0.207227905,-3.319353226,-0.387714814,-0.031882715,2.250371693,-5.405348431,0.991307986,2.596085283,-1.988595661,-2.08313708,0.934621328,-2.186623445,-1.014029338,-4.523504125,4.586329891,0.852421499,2.382750822,0.790260989,0.262887035,-5.405348431,-5.962823979,0.904397073,1.610207096,0.904397073,1.141323812,1.131071874,0.937530685,-0.272708613,-2.692318017,1
6210,31.09,28.27,29.94,30.26,30.45,72.56,67.41,69.89,78.95,70.03,2.580481729,2.610559736,0.37228446,2.185695904,-1.245403981,0.497318366,8.392065092,-6.361219258,0.959260726,0.552112695,-0.389391138,0.231735455,-5.175877232,-0.990787283,0.33979007,-1.592848613,-4.32520003,3.89811582,-1.008716796,-0.702626252,8.392065092,-10.90937462,0.677540907,-0.792537492,6.780099971,5.654636093,1.073493213,-1.139405631,0.397996814,0.710908859,1
6213,28.81,28.19,29.37,30.3,29.3,67.04,70.26,75.85,67.61,74.22,-5.777106708,2.897109522,-3.242094841,1.644700836,-1.744593439,0.020598481,8.168063281,8.247582304,-4.882547898,-0.245628237,-0.083278518,1.758352458,-8.400264675,-4.612236687,-0.070874401,-1.876809947,0.718855159,1.758352458,3.689611534,-0.536337831,8.168063281,5.458463911,2.868164355,-0.65476865,-2.339315334,1.769623807,1.176815,2.82187123,1.053095936,0.239922397,1
6215,29.81,31.19,28.64,28.77,30.64,74.9,68.16,74.35,74.74,76.64,-4.006608839,0.777413514,4.447295564,-1.639515038,0.341426055,0.31401645,-7.073363176,-10.58241237,-2.981856495,3.771906857,1.203451303,-3.76971743,6.333960392,-0.937831398,-1.617362838,2.7002924,-6.128178149,-3.76971743,-0.00844575,-5.21650355,-7.073363176,-9.935007488,-1.803578153,2.076770675,-1.803578153,3.206627125,2.714106397,-3.045248157,3.360717806,-1.386514233,1
6216,30.5,30.28,30.07,30.09,28.68,72.78,69.08,73.2,67.38,71.12,-2.428744622,5.464728513,0.241527772,-0.254883064,-0.134073048,-0.507264221,2.6002607,13.65977908,-3.002536077,1.378390321,1.297524217,-5.011783025,-1.107587056,-1.605671406,0.320720521,4.340749218,-3.531519362,-5.011783025,-0.189214832,4.004677997,2.6002607,-7.484100689,-0.808365586,1.822107288,-0.808365586,-3.757888068,2.218686892,-3.606706504,4.164873474,-3.052729031,1
6217,31.12,30.25,30.77,28.58,31.27,75.13,70.01,73.97,73.34,73.66,-0.850880404,0.273576275,-3.057580845,-1.525365695,-0.283975602,0.40074233,2.186226661,12.49299958,-1.385218973,2.298132637,-0.798957977,-0.587620279,7.710150631,-1.899071378,2.258803881,1.351060419,-0.047432095,-0.587620279,-0.363754697,2.730315805,2.186226661,10.34106519,-4.842486545,-1.071018796,-4.842486545,-4.768462425,1.723267387,-4.264985998,1.836503409,-2.721454844,1
6250,30.94,31.83,30.73,29.42,29.5,72.74,67.41,78.59,67.94,70.82,-3.30825486,-0.245369992,0.704412802,2.988207713,-0.331823124,1.85984939,-6.377979016,-4.065099003,-0.067922983,-5.057085845,0.182622605,0.773173568,-3.036943205,-2.162053722,1.046617802,0.489127697,-1.489616337,0.773173568,-0.416625648,-1.794718786,-6.377979016,2.557758777,0.098432255,1.030274458,0.098432255,-1.800955708,0.116689718,1.87264567,-2.879083567,2.781138544,1
6251,28.97,28.94,31.97,28.96,30.05,67.77,73.99,76.41,67.3,71.42,-3.305716874,0.028024538,-0.178863931,-0.42907086,-0.076655234,-1.289356132,-2.701383242,3.749661326,4.173680391,-0.924489629,-0.238658181,-1.584081834,2.47091325,2.872520179,0.528009124,4.221807026,0.306807922,-1.584081834,2.845837782,-0.175848582,-2.701383242,-2.256330674,-0.880545497,0.603817651,-0.880545497,-8.422482876,1.543144826,0.466521202,-2.067009356,3.280876913,1
6255,31.52,29.89,28.89,28.59,30.63,69.81,76.95,67.34,69.29,75.93,-5.52925613,2.659839317,0.68677821,0.98020897,0.127730024,-0.207618435,-13.30073144,-2.821170749,4.647637241,-4.895032019,0.252327605,-0.237782437,-2.804629081,1.047032423,1.254308861,2.610267306,-4.485569054,-0.237782437,0.141561999,-1.298961458,-13.30073144,0.55824686,-3.867149928,0.45897225,-3.867149928,-10.19312795,-0.412378952,0.081156331,1.544465351,-0.935653966,1
6260,31.2,29.31,28.89,29.68,29.26,70.62,74.12,75.62,76.4,78.23,1.996537258,0.997960161,4.500433354,-1.995766187,-0.134752512,-0.050676375,3.982216798,-9.760558504,-0.922712299,-1.968943135,0.399807441,-2.796958112,-0.74371055,0.555292626,1.049001234,-0.857877627,-0.366131382,-2.796958112,1.31871854,-2.575042912,3.982216798,6.527523923,0.363163981,-0.438000801,0.363163981,-7.736104298,0.475328717,5.545160423,1.260499483,0.931160912,1
6261,29.29,29.01,28.77,28.73,31.53,77.09,69.65,73.69,75.06,67.62,3.953953564,5.15954727,0.057241647,-2.550578714,-0.16247072,0.000138153,-2.322258283,-1.300747535,-1.500216997,-1.136405833,-0.232330676,-2.786797935,-12.94952285,-3.657287724,-1.645478753,1.165930623,-1.85811434,-2.786797935,2.646970196,-0.431410248,-2.322258283,7.742275856,-4.090954805,-0.901759924,3.750978469,2.278057698,-1.358640336,-4.260608807,2.226512826,-1.40177642,1
6263,31.2,30.15,28.34,28.2,31.22,75.81,78.94,71.74,72.23,72.99,2.002263192,0.445376345,1.804329163,-1.334505524,1.199186882,-1.109902472,5.014398789,-9.712604425,-2.655226394,-3.299115614,-0.129299274,0.450983616,-2.514329124,-1.643237338,-0.772658142,-2.264163152,1.207705587,0.450983616,-0.269469207,-3.521960998,4.02553357,8.537252337,-0.903609461,-0.498497173,1.881681354,12.19009976,2.703107216,4.691781397,-1.883643145,0.770132206,1
6264,29.29,28.75,29.62,30.05,31.65,74.09,67.16,77.32,75.6,67.87,0.650597527,-0.741695881,1.594313276,-0.993075585,-1.427646456,0.607134057,7.331970579,-2.025204664,-3.269570879,-0.155629104,0.429398518,-0.199625781,-0.198149136,-3.696665895,2.485508624,0.962347847,0.20357212,-0.199625781,0.435007605,-0.459132502,7.331970579,-1.665591202,6.737854668,-0.676007663,6.737854668,7.11830713,-0.196886235,2.94765185,-2.58953072,0.143207633,1
6267,31.76,28.92,31.14,28.56,30.88,78.69,72.36,77.57,73.02,67.07,-2.434563074,-1.322429001,-0.721341044,-1.600310111,-0.982696655,-0.399967565,-4.883774773,6.835361475,-1.107003615,-3.167804221,0.668278162,1.144015871,1.428450709,-2.232605629,-0.177592227,3.627838272,0.002330762,1.144015871,2.428173543,0.021198628,-4.883774773,2.431515947,0.713106888,-0.801192407,0.713106888,1.867441409,-3.593219102,2.599445261,-1.137960169,3.328316143,1
6273,28.34,30.26,29.39,30.58,31.19,78.23,72.47,74.73,70.22,73.69,-1.867558795,0.139432838,-2.156609122,-0.172237285,-1.706217498,-1.334367723,-12.36328805,5.996511124,-1.259936665,-0.787284895,0.861002015,-0.621871134,7.694167442,0.256450588,-0.902330618,0.462060835,1.980263435,-0.621871134,-2.618907444,-0.441260623,-12.36328805,-3.487338316,-6.757684218,0.62754982,-6.757684218,-7.8663455,1.158979262,-1.589926329,1.544674203,-1.125238169,1
6275,29.61,30.17,30.26,29.82,31.31,77.67,74.8,71.71,69.27,74.84,-1.137286361,0.124711376,-0.197601407,-0.456598504,0.193297779,-0.526450848,-3.507611786,4.121700246,-0.293979071,-1.951073818,-0.247563677,-2.896126114,3.626217664,1.636810953,-1.266581804,1.947810992,-1.608879359,-1.906251699,0.331462903,0.934603978,-3.507611786,1.601770907,-1.474092996,-2.244992901,-1.474092996,-2.975454225,-1.461193697,0.741995853,1.991146982,0.128838278,1
6288,30.3,30.04,28.2,31.38,30.83,77.66,67.36,76.13,68.25,70.54,-1.974286796,0.626396572,-4.554330143,2.983137885,-0.412776681,1.93668729,0.948164247,-0.996600831,1.976558016,1.545626803,-0.231147099,3.560528146,-9.053490079,-3.791906311,2.504040186,-3.801318174,1.763622975,3.560528146,4.770180445,-1.343171136,0.948164247,7.506311839,1.821483114,0.549023761,1.821483114,-1.68251588,2.311186347,0.718058508,-3.446624963,0.344613848,1
6289,31.41,29.35,31.63,31.4,30.8,74.01,74.56,70.34,78.01,77.03,-1.350615426,-2.731679727,-1.156638819,3.811777779,-0.997538336,0.064063498,-4.123684645,-4.3380637,1.257004913,-1.312431262,0.136001418,0.475713687,-4.871100705,-4.845385135,0.284360728,-0.008567308,-5.697246746,1.287590871,-2.278182782,-2.342506387,-4.123684645,-12.0758605,6.337186531,-2.173499754,2.236582074,4.001301342,-0.405223789,-0.191692006,-6.602554894,0.669300775,1
6291,28.75,31.82,31.04,29.74,30.29,75.85,76.1,71.22,77.63,77.05,-1.098302084,-2.084564295,4.238913337,0.268289687,0.220627687,-0.128164427,-8.029241958,-5.975462124,1.058864575,-2.862016771,-0.795360743,-5.693915231,3.019994028,0.730043879,3.187211204,2.391977835,0.398346397,-5.693915231,-1.644637144,-4.932240025,-8.029241958,7.543089268,-4.651434159,0.682808057,0.095481933,-3.217861553,4.108732828,1.112887716,2.303048833,1.638853083,1
6293,29.97,31.87,28.3,30.5,29.73,78.88,71.38,70.58,73.99,78.92,-1.841018139,-1.286669598,-0.841970454,1.974465904,-0.545680624,1.698576895,-9.851942252,3.337747164,0.860724237,0.886829753,0.132316568,1.82915315,2.032728913,-1.763395074,0.674960478,4.41170491,0.803754408,1.82915315,1.091752784,2.360497434,-9.851942252,13.35045554,-4.526020977,-0.928139751,-4.526020977,-11.21540909,1.839590397,-0.188872634,0.636289072,1.371384343,1
6297,29.53,31.45,31.25,31.34,28.58,73.24,69.48,70.89,71.68,68.99,0.678676746,1.734616387,1.07534087,-3.390536464,-1.033265441,2.228079463,-9.639393501,-1.689718912,0.54656624,0.291996986,0.417857396,-0.337724144,-8.425922846,-2.308887168,0.260753031,1.779686798,1.00603069,-0.337724144,1.34474162,-1.801044432,-9.639393501,-1.207670124,-1.424633378,0.293835863,0.108938528,-4.142153772,1.896114111,-3.428963446,2.853489855,0.819649581,1
6304,31.01,30.25,29.74,28.63,31.3,71.91,75.07,77.67,75.56,67.93,1.831173656,-3.892574511,-2.193967123,2.480765151,-1.892180076,0.015022561,-2.375295901,4.824359828,3.037700937,1.754528802,0.859209665,-0.657424458,8.483733484,2.783304983,1.383008291,3.910993144,-3.645565941,-0.657424458,1.178286778,-1.108699082,-2.375295901,-11.88247425,0.822984135,0.384295086,0.822984135,1.310970631,-1.164943666,-3.451153897,1.045160297,-1.495672788,1
6306,28.61,30.46,30.54,28.75,30.72,72.79,75.13,75.38,72.56,72.7,-0.607173914,0.873848138,3.252995822,4.297501938,0.553059512,-0.958282869,-3.548343211,4.229617434,1.110167285,0.08297674,-0.099008433,-5.261262372,9.861210302,1.430992928,3.223736215,0.971499588,-0.789616361,-4.529413056,-2.759724315,-2.096042151,-3.548343211,5.625945905,-0.477972718,-0.758044687,-6.57497403,0.237336528,3.081302312,-1.305063874,1.717363163,-2.1523719,1
6311,28.3,30.08,30.59,29.76,28.91,69.6,71.15,75.45,74.27,76.77,0.85469119,4.007247522,7.309603167,0.38601867,-1.302792903,1.622928316,-2.452960787,-11.22688019,0.691271299,-2.688797875,-0.288196665,6.128542484,-8.632609802,-6.234630773,-0.366606681,-1.757777908,-0.816332342,6.128542484,-1.166069583,-2.823587355,-2.452960787,3.175513447,-0.594907805,1.295331952,-3.880195033,-5.689162625,-2.786774701,1.226491133,-0.126178878,0.927408259,1
6312,29.41,31.4,30.56,29.79,29.81,73.46,68.25,69.49,72.7,71.74,1.126605013,1.887806069,-1.141528594,3.660641115,-1.006236349,0.580412221,-1.192857827,1.775716079,0.060224713,-1.521280537,-0.666900592,-1.676308602,-0.15459845,-1.866375287,-1.659019866,-2.085174296,-4.503599219,-1.676308602,0.999538519,-1.271003112,-1.192857827,2.864661923,-2.377426193,-1.569957288,-4.949906945,-5.386331099,0.765228635,2.649725577,-2.08445114,-0.637939302,1
6314,31.39,28.71,28.75,28.13,28.32,75.02,78.73,71.99,73.96,76.02,-1.336450743,-1.166122957,0.832426795,0.550334043,-1.234472154,1.421994315,-0.503950317,0.60738993,-6.136274732,-3.497563343,-0.202739656,-2.877359941,-12.70839073,2.095434774,-3.840339746,-2.434851484,1.878864178,-2.877359941,0.395029599,-3.535103734,-0.503950317,-1.639267537,5.472119783,1.184621443,5.472119783,8.66506393,-2.903343705,1.941570592,-2.461031559,-1.236152688,1
6317,28.69,30.44,31.35,31.1,28.29,78.52,72.26,73.94,70.55,76.48,1.407731556,-1.18966004,-2.210443133,-0.491162497,1.150707154,-0.614454582,-0.739176598,5.895489489,1.845301135,-0.705780013,-0.113957566,2.014816993,-2.085884014,-2.341580807,4.814820957,3.384571521,-2.114393093,2.014816993,1.976163928,0.366568143,-0.739176598,-9.645310411,3.593712006,-0.088991265,3.593712006,-6.60076659,-0.351448591,-1.102189291,-1.759313116,-0.538803347,1
6318,31.51,31.25,29.72,31.35,31,70.91,72.06,69.09,78.24,73.43,2.671311347,0.762048623,0.800106963,0.415840993,-0.253347613,-0.02689272,4.38568286,-5.414096616,-1.835145852,-0.931111606,-2.204063074,1.970876258,-7.020843661,-5.473734438,1.124541096,-1.392893441,-2.90905414,1.970876258,1.0272654,-0.864173571,4.38568286,-0.480772001,5.533353025,-0.281150562,5.533353025,6.445165116,1.211534745,-1.536511941,-0.642894862,0.606209601,1
6325,28.95,28.39,29.89,30.61,30.81,75.48,73.75,77.55,77.17,76.54,-0.221791658,-0.763623161,-1.485037804,-1.572364725,1.733466863,-0.612447984,1.24402644,12.44715093,0.32667222,-0.108935801,1.110714089,-2.737297473,-0.322841079,0.780955322,-0.590734965,3.441526732,-7.575846987,1.360851653,1.72080805,2.371049554,1.24402644,-25.07153669,3.227256253,-1.020728176,3.227256253,-11.7633374,-5.745312921,-6.364945112,-1.677140215,1.121230196,1
6339,30.82,29.03,31.71,28.18,31.88,76.79,78.54,77.08,75.34,69.02,-0.439915487,1.462452032,4.573227168,0.845191693,-0.208258551,-0.549476931,-4.132797647,-1.796161255,-3.289246967,-3.814117716,-1.289598608,-3.059733794,0.716703983,-0.688097975,-0.468715969,1.980762555,0.926459621,-3.059733794,1.044487544,-2.975975581,-4.132797647,3.481315437,-1.072141914,-1.026639993,-0.524383115,11.09094978,-2.532046347,3.039472872,0.855637554,1.140821217,1
6346,28.96,28.93,30.44,30.8,30.3,74.47,78.13,74.7,71.04,73.92,-4.50685922,-3.729837739,-3.928448426,0.430861315,-0.71127172,0.000401654,-0.249350608,2.961619239,-2.299328948,4.671917776,0.281696638,-1.25287382,4.910496063,5.199530793,-1.052322852,-2.524635829,-1.334343204,0.045301966,1.41731141,-6.373068966,-0.249350608,-6.754836678,-2.704493675,0.763849999,-2.704493675,-2.757894571,-1.081297074,-0.848807129,3.070560307,-1.491338326,1
6348,29.2,29.93,31.81,30.01,30.2,74.77,69.76,76.3,77.34,73.46,0.745391211,1.978448482,0.418410184,3.805769829,-0.648691676,0.224153941,-5.602336643,-4.85996131,3.991124585,-1.167558879,-1.462221244,-0.176663556,7.537206025,3.989530432,-2.989786682,5.127061627,-0.061363071,-0.176663556,0.004535081,-1.470557121,-5.602336643,-11.74086789,-1.658754082,-1.399234045,-1.658754082,0.523688069,-4.328036439,-1.488062778,-1.283210873,2.725352408,1
6352,31.04,30.06,31.74,31.78,30.89,75.56,76.6,69.61,76.45,74.41,-1.715102735,1.540154363,-2.168098024,3.111187192,-1.159210752,0.137383829,-0.978049399,4.615186822,-0.99366828,0.747311935,-0.422097574,-0.511274794,1.412995446,-0.656832103,-3.003158858,1.950150357,1.05916953,-0.511274794,2.34163129,-0.436851918,-0.978049399,3.287112424,-0.006478032,0.348547066,-0.006478032,1.38046872,1.234729541,0.750225292,1.95072544,1.832617663,1
6354,30.94,28.16,29.09,28.21,29.3,67.16,74.81,75.04,74.67,68.35,-2.240359736,2.308719908,2.97055237,0.686461937,-0.993887416,-0.054903085,-7.591018912,-5.852492736,-3.915307301,-2.45021048,-0.437692101,0.485883683,-7.033426497,-1.584949528,-0.830993336,-0.58417385,-1.763835025,0.485883683,2.483791897,-2.47349478,-4.050004828,-6.984238294,0.352346234,-1.581025835,0.352346234,1.627481577,-2.623791461,-1.029170367,2.170337861,1.418824833,1
6359,29.57,29.85,30.08,28.22,31.34,72.47,72.71,71.62,73.59,71.67,-1.125742293,1.284101577,0.635074271,1.475651827,-0.657536626,2.660350411,-3.198020005,7.3292076,0.988834484,1.379156032,-0.211958611,2.378154933,1.207144491,0.776137376,1.17994056,3.844148938,3.061009038,2.378154933,2.525865356,2.219263134,2.83304648,-2.342747058,-0.391960953,-1.196172152,-0.361791054,-3.748046588,-2.228634672,-0.497387597,-1.223119514,0.302654738,1
6365,31.51,28.15,31.08,29.11,28.56,72.55,76.76,76.05,67.17,74.84,2.383733911,3.274015984,-0.840479076,0.114589521,1.504575881,0.372429463,-2.833010165,7.373196942,-1.977722824,2.913017328,0.918025492,-8.180998795,-0.490335282,-0.225986595,-2.576773623,0.847158362,-2.837462293,-8.180998795,2.070095639,-2.748091342,-2.833010165,-3.031820773,-0.28874903,0.626525301,-0.28874903,6.053330186,0.33866341,-2.458009572,6.131574681,0.87897517,1
6372,31.45,30.62,29.42,30.08,31.56,72.89,73.03,68.38,77.69,70.05,0.025077753,0.665486294,-0.937608547,0.726899278,0.472994718,-0.975353031,1.664760487,-1.115039911,3.35728203,1.158138882,-1.610989917,1.570949632,0.272808996,0.368788137,1.914126626,3.380856433,-2.455649289,2.815117757,-0.139925609,-2.864892327,1.664760487,-17.87722251,4.753794155,0.553758822,-0.730084406,-0.862845945,-0.434250159,-1.826273559,-1.974792408,1.40842436,1
6389,29.14,31.36,29.28,30.74,29.9,68.73,76.9,78.98,74.64,76.66,1.343022386,2.251520413,4.791683468,-3.982243144,1.024963644,0.536472498,-15.44321111,4.955740361,1.985577007,-2.157228316,-0.894235684,0.742560983,-13.02728422,-1.137586729,-3.557572301,1.035169682,-0.270282806,0.742560983,-2.006182565,-7.024337925,-7.888898269,0.169685644,-2.681584832,0.790882129,-1.548189564,-3.196043466,0.367204071,-4.525315267,2.30527652,-1.756764235,1
